,JD,Body,RA,Dec,Az,Alt,Dist,Dist_Sun,Const
169,2271333.6993428078,Sun,9.127038888888888,16.547722222222223,79.30130555555556,13.452166666666667,1.013,0.0,Leo
170,2271353.7017159364,Pluto,16.625075,-11.452972222222222,322.6406388888889,-58.168527777777776,30.203,30.649,Oph
171,2271353.7017159364,Sun,10.375863888888889,10.170277777777777,85.63138888888888,11.101333333333333,1.008,0.0,Leo
172,2271373.704089065,Pluto,16.621311111111112,-11.326555555555556,5.514222222222222,-63.40222222222222,30.532,30.657,Oph
173,2271373.704089065,Sun,11.58435,2.7038888888888892,93.13858333333334,8.500277777777777,1.003,0.0,Vir
174,2271393.7064621937,Pluto,16.631991666666668,-11.169166666666667,45.02238888888889,-56.33144444444444,30.872,30.665,Oph
175,2271393.7064621937,Sun,12.791833333333333,-4.884250000000001,100.84319444444444,5.597361111111111,0.997,0.0,Vir
176,2271413.7088353224,Pluto,16.656655555555552,-12.993833333333333,68.57074999999999,-43.58222222222223,31.187,30.673,Oph
177,2271413.7088353224,Sun,14.04208888888889,-11.50452777777778,107.70122222222223,2.4213055555555556,0.992,0.0,Lib
178,2271433.711208451,Pluto,16.693297222222224,-12.815805555555555,83.96205555555557,-28.779583333333335,31.44,30.681,Oph
179,2271433.711208451,Sun,15.371819444444444,-17.42863888888889,112.75158333333333,0.5984444444444444,0.987,0.0,Lib
180,2271453.7135815797,Pluto,16.738772222222224,-12.650194444444445,96.40327777777779,-12.326361111111112,31.604,30.689,Oph
181,2271453.7135815797,Sun,16.791336111111114,-21.542694444444447,115.30908333333333,-3.714777777777778,0.984,0.0,Oph
182,2271473.7159547084,Pluto,16.788933333333336,-12.5105,108.42666666666668,1.7859999999999998,31.66,30.697,Oph
183,2271473.7159547084,Sun,18.266530555555555,-22.544805555555556,115.17336111111112,-5.972583333333334,0.983,0.0,Sgr
184,2271493.718327837,Pluto,16.83915,-12.407166666666667,121.77025,15.59152777777778,31.602,30.705,Ser
185,2271493.718327837,Sun,19.72990833333333,-20.639249999999997,112.72852777777778,-4.290916666666666,0.984,0.0,Cap
186,2271513.7207009657,Pluto,16.884658333333334,-12.346166666666667,138.1145,27.549611111111112,31.437,30.713,Ser
187,2271513.7207009657,Sun,21.122366666666668,-15.42913888888889,108.79588888888888,-1.0583055555555556,0.987,0.0,Cap
188,2271533.7230740944,Pluto,16.921180555555555,-12.328722222222224,158.86258333333333,35.81688888888889,31.184,30.721,Ser
189,2271533.7230740944,Sun,22.425469444444445,-8.113722222222222,104.23066666666666,2.3183055555555554,0.991,0.0,Aqr
190,2271553.725447223,Pluto,16.945280555555556,-12.350611111111112,183.33041666666665,38.32625,30.874,30.729,Ser
191,2271553.725447223,Sun,23.660816666666665,-1.78875,99.53108333333333,8.559916666666668,0.997,0.0,Psc
192,2271573.7278203517,Pluto,16.954894444444445,-12.403694444444444,207.42077777777777,34.07494444444445,30.544,30.737,Ser
193,2271573.7278203517,Sun,0.8697944444444444,5.604861111111111,94.82336111111111,15.284027777777778,1.003,0.0,Psc
194,2271593.7301934804,Pluto,16.949638888888888,-12.476055555555554,227.4884722222222,24.21227777777778,30.234,30.745,Ser
195,2271593.7301934804,Sun,2.095563888888889,12.776861111111112,90.15997222222222,21.306916666666666,1.008,0.0,Ari
196,2271613.732566609,Pluto,16.930969444444447,-12.553916666666666,243.4046111111111,10.777416666666667,29.981,30.753,Ser
197,2271613.732566609,Sun,3.3719,18.56861111111111,85.84872222222222,25.749083333333335,1.013,0.0,Tau
198,2271633.7349397377,Pluto,16.902041666666666,-12.622694444444443,256.7656388888889,-3.194805555555556,29.816,30.761,Ser
199,2271633.7349397377,Sun,4.710455555555556,22.309166666666666,82.61897222222221,28.17775,1.016,0.0,Tau
200,2271653.7373128664,Pluto,16.86731111111111,-12.669194444444445,269.4107222222222,-20.754055555555556,29.758,30.769,Ser
201,2271653.7373128664,Sun,6.090033333333333,23.497027777777777,81.40572222222222,28.711333333333332,1.017,0.0,Gem
202,2271673.739685995,Pluto,16.83203888888889,-12.682500000000001,283.5679166666667,-36.27213888888889,29.815,30.778,Ser
203,2271673.739685995,Sun,7.4649222222222225,21.963666666666665,82.84947222222222,27.85425,1.016,0.0,Gem
204,2271693.7420591237,Pluto,16.801425000000002,-12.655861111111111,303.27730555555553,-51.035555555555554,29.98,30.786,Oph
205,2271693.7420591237,Sun,8.792575,17.939055555555555,87.00177777777778,26.15811111111111,1.014,0.0,Cnc
206,2271713.7444322524,Pluto,16.780027777777775,-12.587055555555555,336.8710277777778,-62.21377777777778,30.235,30.794,Oph
207,2271713.7444322524,Sun,10.056694444444446,11.959694444444443,93.37763888888888,23.97058333333333,1.01,0.0,Leo
208,2271733.746805381,Pluto,16.7711,-12.479166666666666,23.52711111111111,-62.159416666666665,30.551,30.802,Oph
209,2271733.746805381,Sun,11.272291666666668,4.707277777777778,101.12158333333333,21.35627777777778,1.004,0.0,Vir
210,2271753.7491785097,Pluto,16.776444444444444,-12.339777777777778,56.784,-52.63952777777778,30.893,30.811,Oph
211,2271753.7491785097,Sun,12.475744444444445,-2.907,109.16341666666668,18.216083333333334,0.999,0.0,Vir
212,2271773.7515516384,Pluto,16.79613888888889,-12.180138888888889,76.17097222222223,-37.194388888888895,31.223,30.819,Oph
213,2271773.7515516384,Sun,13.710944444444443,-9.332361111111112,116.38069444444444,14.550444444444445,0.993,0.0,Vir
214,2271793.753924767,Pluto,16.82875,-12.013861111111112,89.92202777777779,-22.77711111111111,31.504,30.827,Ser
215,2271793.753924767,Sun,15.0175,-16.831638888888886,121.78766666666667,10.660694444444445,0.988,0.0,Lib
216,2271813.7562978957,Pluto,16.87146388888889,-13.855111111111112,101.94638888888889,-6.277138888888889,31.705,30.836,Ser
217,2271813.7562978957,Sun,16.41489722222222,-20.297194444444447,124.72875,7.196194444444445,0.985,0.0,Oph
218,2271833.7586710243,Pluto,16.920472222222223,-13.71711111111111,114.30691666666667,7.148027777777778,31.804,30.844,Ser
219,2271833.7586710243,Sun,17.881422222222223,-22.504944444444444,125.04472222222222,5.03525,0.983,0.0,Sgr
220,2271853.761044153,Pluto,16.97124722222222,-13.610194444444446,128.6376111111111,20.308777777777777,31.789,30.853,Ser
221,2271853.761044153,Sun,19.354650000000003,-21.811222222222224,123.11824999999999,4.961388888888889,0.984,0.0,Sgr
222,2271873.7634172817,Pluto,17.019005555555555,-13.541250000000002,146.5171388888889,30.818194444444444,31.662,30.861,Ser
223,2271873.7634172817,Sun,20.769022222222222,-17.965833333333332,119.69980555555556,7.379694444444444,0.986,0.0,Cap
224,2271893.7657904103,Pluto,17.05924166666667,-13.51213888888889,168.68697222222224,36.82369444444445,31.439,30.869,Ser
225,2271893.7657904103,Sun,22.094649999999998,-10.245277777777778,115.55866666666667,12.154555555555556,0.99,0.0,Aqr
226,2271913.768163539,Pluto,17.08816111111111,-13.520527777777778,193.05430555555557,36.588861111111115,31.147,30.878,Ser
227,2271913.768163539,Sun,23.344066666666667,-3.7477222222222224,111.15019444444445,18.57111111111111,0.995,0.0,Psc
228,2271933.7705366677,Pluto,17.10318888888889,-13.559388888888888,215.3271111111111,30.015555555555554,30.82,30.886,Ser
229,2271933.7705366677,Sun,0.5554694444444445,3.603666666666667,106.54252777777778,25.57472222222222,1.001,0.0,Psc
230,2271953.7729097963,Pluto,17.103275,-13.618833333333333,233.3755277777778,18.724527777777777,30.498,30.895,Ser
231,2271953.7729097963,Sun,1.773197222222222,11.016166666666667,101.67583333333334,32.047694444444446,1.007,0.0,Ari
